Code Colour,Code number,Names,Qty,Publisher,Author,Language,類別
Gray,IC0013,一分鐘禱告,1,保羅文化出版社,荷普‧李達,中文,祈禱
Gray,IC0014,禁食禱告的突破,2,以琳書房,艾莫爾·湯恩斯,中文,祈禱
Gray,IC0015,你也能忙中取靜,2,校園書房出版社,海波斯,中文,祈禱
Gray,IC0016,怎樣做個成熟的禱告人,3,海天書樓出版社,J．鄧宜舒博士,中文,祈禱
Gray,IC0017,慕安德烈靈禱慧語,1,福音證主協會,慕安德烈,中文,祈禱
Gray,IC0018,靈語篇,1,證道出版社,基黛,中文,祈禱
Gray,IE0001,Fraser and Prayer,1,China Island Mission,Mrs JO Fraser,英文,祈禱
Gray,IE0002,Prayer Power Unlimited,1,The Moody Bible Institute of Chicago,John Oswald Sanders,英文,祈禱
Black lines,JC0001,脫俗尋真,1,建道神學院,黎本正,中文,敬拜
Black lines,JC0002,敬拜新視野,1,校園書房出版社,艾榮恩,中文,敬拜
Black lines,JC0003,敬拜人生,1,道聲出版社,夏忠堅,中文,敬拜
Black lines,JC0004,敬拜者的心,1,香港學園傳道會,敬拜者使團,中文,敬拜
Black lines,JC0005,美樂頌,1,浸信會出版社,袁玉麟編,中文,敬拜
,KC0001,大衞-被選立為王,1,道聲出版社,Geoffrey Butcher,中文,兒童(宗教)
,KC0002,挪亞-方舟的故事,1,道聲出版社,Geoffrey Butcher,中文,兒童(宗教)
,KC0003,約瑟-美麗的彩衣,1,道聲出版社,Geoffrey Butcher,中文,兒童(宗教)
,KC0004,馬利亞-耶穌的母親,1,道聲出版社,Geoffrey Butcher,中文,兒童(宗教)
,KC0005,雅各-耶穌的門徒,1,道聲出版社,Geoffrey Butcher,中文,兒童(宗教)
,KC0006,幼兒聖經-第一課,1,純真出版有限公司,Joe D. Stites.,中文,兒童(宗教)
,KC0007,魚腹中的使者,1,香港聖經公會出版,香港聖經公會,中文,兒童(宗教)
,KC0008,奇妙的改變,1,香港聖經公會出版,香港聖經公會,中文,兒童(宗教)
,KC0009,耶穌復活,1,香港聖經公會出版,香港聖經公會,中文,兒童(宗教)
,KC0010,耶穌誕生,1,香港聖經公會出版,香港聖經公會,中文,兒童(宗教)
,KC0011,浪子回家,1,香港聖經公會出版,香港聖經公會,中文,兒童(宗教)
,KE0012,The man who was baptized,1,Bible Society ,Kees de Kort ,英文,兒童(宗教)
,KE0013,Jesus goes to Jerusalem ,1,Bible Society ,Kees de Kort ,英文,兒童(宗教)
,KE0014,Ruth,1,Bible Society ,Kees de Kort ,英文,兒童(宗教)
,KE0015,On the way to the promised land ,1,Bible Society ,Kees de Kort ,英文,兒童(宗教)
,KE0016,My Bible For Preschoolers ,1,Barbour and Company,Ellen W. Caughey,英文,兒童(宗教)
,KE0017,The kind man ,1,Christian Focus Publications,Neil Pinchbeck,英文,兒童(宗教)
,KE0018,Save with the Lion ,1,Christian Focus Publications,Neil Pinchbeck,英文,兒童(宗教)
,KE0019,Issac finds a wife,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0020,Joseph and the king of Egypt,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0021,The battle of Jericho,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0022,Gideon fights for God,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0023,Samson thestrong man ,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0024,Ruth's new family,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0025,David and Goliath,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0026,King Nebuchadnezzar's golden statue,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0027,Daniel in the lion's den,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0028,Queen Esther saves her people,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0029,Nehemiah's greatest day ,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0030,Jonah runs away ,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0031,The first Christmas ,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0032,Jesus the teacher,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0033,The story of the sower ,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0034,The story of the two brothers,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0035,Paul the prisoner,1,Lion Publishing plc,Penny Frank,英文,兒童(宗教)
,KE0036,Moses ,1,Scandinavia Publishing House ,Anne de Greaf,英文,兒童(宗教)
,KE0037,The Gate and the Pot of Paint ,1,Scandinavia Publishing House ,Peter Hellyer,英文,兒童(宗教)
,KE0038,The Car and the Petrol Pump,1,Scandinavia Publishing House ,Peter Hellyer,英文,兒童(宗教)
,KE0039,The Boat and the Compass,1,Scandinavia Publishing House ,Peter Hellyer,英文,兒童(宗教)
,KE0040,The Jug and Tue of Glue ,1,Scandinavia Publishing House ,Peter Hellyer,英文,兒童(宗教)
,KE0041,Talking with God- Sorry,1,Candle Books ,Charlotte Stowell & Gordon Stowell,英文,兒童(宗教)
,KE0042,Talking with God- Please,1,Candle Books ,Charlotte Stowell & Gordon Stowell,英文,兒童(宗教)
,KE0043,Uncle Andy's BIBLE STORIES to see and draw,1,New Kids Media & Baker Book House Company,Andy Holmes ,英文,兒童(宗教)
,KE0044,Uncle Andy's BIBLE STORIES to cut and glue ,1,New Kids Media & Baker Book House Company,Andy Holmes ,英文,兒童(宗教)
,KE0045,Jesus Loves You ,1,David C. Cook Publishing Co.,Elspeth Campbell Murphy,英文,兒童(宗教)
,KE0046,Elijah and the Ravens,1,Paternoster Publishing,Peter Mills,英文,兒童(宗教)
,KE0047,Jonah anf the whale,1,Paternoster Publishing,Peter Mills,英文,兒童(宗教)
,KE0048,Jesus and te Donkey,1,Paternoster Publishing,Peter Mills,英文,兒童(宗教)
,KE0049,An Angel in Need,1,Grandreams Limited ,Grandreams Limited ,英文,兒童(宗教)
,KE0050,The windy Day ,1,Bible Society ,Leslie J Francis and Nicola M Slee,英文,兒童(宗教)
,KE0051,Night Time ,1,Bible Society ,Leslie J Francis and Nicola M Slee,英文,兒童(宗教)
,KE0052,The Sunny Morning ,1,Bible Society ,Leslie J Francis and Nicola M Slee,英文,兒童(宗教)
,KE0053,God made Dinosaurs,1,Standard Publising ,"Heno Head, Jr.",英文,兒童(宗教)
,KE0054,God Made our Bodies ,1,Standard Publising ,"Heno Head, Jr.",英文,兒童(宗教)
,KE0055,Good Habits For God's Kids ,1,Standard Publising ,Laura Derico,英文,兒童(宗教)
,KE0056,Bear obeys,1,Standard Publising ,Dr. Mary Manz Simon,英文,兒童(宗教)
,KE0057,God Made Outer Space ,1,Standard Publising ,"Heno Head, Jr.",英文,兒童(宗教)
,KE0058,The Beginers Bible- Timeless Childrens Stories ,1, Questar Publishers Inc,Karyn Henley,英文,兒童(宗教)
,KE0059,The Crucifixian of Jesus,1,The Bible Society In Australia Inc.,,英文,兒童(宗教)
,KC0060,每週恩言(第一册),1,道聲出版社,李鴻標,中文,兒童(宗教)
,KC0061,每週恩言(第二册),1,道聲出版社,李鴻標,中文,兒童(宗教)
,KE0062,Jesus is Alive,1,The Bible Society In Australia Inc.,,英文,兒童(宗教)
,KE0063,You Are Mine: Illustrations by Sergio Martinez,2,"Crossway Books, a division of Good News Publishers",Max Lucado,英文,兒童(宗教)
,KE0064,The Exodus: Moses' Story form the Bible,1,"Tommy Nelson, Inc",Charles R. Swindoll,英文,兒童(宗教)
,KE0065,Miniam Watches Over Baby Moses: A Story of Faith and Loyalty,1,"Tommy Nelson, Inc",Mary Manz Simon,英文,兒童(宗教)
,KE0066,The Prince of Egypt: A-Z,1,"Tommy Nelson, Inc",Eric Metaxas,英文,兒童(宗教)
,KE0067,D is For Dinosaur: A Rhyme Book and More,1,Master Books,Ken and Mally Ham,英文,兒童(宗教)
,KE0068,A is for Adam: The Gospel from Genesis,1,Master Books,Ken and Mally Ham,英文,兒童(宗教)
,KE0069,The Great Dinosaur Mystery And The Bible,1,Chariot Victor Publishing,Paul S. Taylor,英文,兒童(宗教)
,KE0070,Wait Until Then,1,"Tyndale House Publishers, Inc.",Randy Alcom.,英文,兒童(宗教)
,KE0071,"Daddy, Is there really a God?",1,Master Books,John D. Morris,英文,兒童(宗教)
,KE0072,Skeletons in your Closet,1,Master Books,Gary Parker,英文,兒童(宗教)
,KE0073,Picture Word Bible Stories,1,An Albatross Book,Mary E. Erickson ,英文,兒童(宗教)
,KE0074,Wild & Wacky Totally True Bibles Stories: All About Faith ,1,"Tommy Nelson, Inc",Frank Peretti,英文,兒童(宗教)
,KE0075,Safe This Night- Night time prayers for little children,1,A Lion Book ,Lion Rock & Louise Rawlings,英文,兒童(宗教)
,KE0076,All Year Long- Anytime prayers for little children,1,A Lion Book ,Lion Rock & Louise Rawlings,英文,兒童(宗教)
,KE0077,Sad News Glad News- Easter time prayers for little children,1,A Lion Book ,Lion Rock & Louise Rawlings,英文,兒童(宗教)
,KE0078,Bright Star Night- Christmas time pryers for little children ,1,A Lion Book ,Lion Rock & Louise Rawlings,英文,兒童(宗教)
,KE0079,Detective Dan and the Missing Marble Mystery,1,Zondervan Publishing House,Timothy Roland,英文,兒童(宗教)
,KE0080,Detective Dan and the Puzzling Pizza Mystery,1,Zondervan Publishing House,Timothy Roland,英文,兒童(宗教)
,KE0081,Detective Dan and the Gooey Gumdrop Mystery,1,Zondervan Publishing House,Timothy Roland,英文,兒童(宗教)
,KE0082,Detective Dan and the Flying Frog Mystery,1,Zondervan Publishing House,Timothy Roland,英文,兒童(宗教)
,KE0083,How Strong Is Go?,1,Baker Book House Company,Stuart & Jill Briscoe,英文,兒童(宗教)
,KE0084,Is God Ever Naughty?,2,Baker Book House Company,Stuart & Jill Briscoe,英文,兒童(宗教)
,KE0085,How Much Does God Know?,1,Baker Book House Company,Stuart & Jill Briscoe,英文,兒童(宗教)
,KE0086,The Boy with a Sling ,1,Arch Book- Concoraid Publishing House,Mary Warren ,英文,兒童(宗教)
,KE0087,God's Gift Baby,1,Arch Book- Concoraid Publishing House,La Vonne Neff,英文,兒童(宗教)
,KE0088,Mrs. Rosey-Posey and the Empty Nest ,1,David C. Cook Publishing Co.,Robin Jones Gum ,英文,兒童(宗教)
,KE0089,Trusting God,1,Christian Focus Publications,Carine MacKenzie,英文,兒童(宗教)
,KE0090,The New Kids Book of Bible Passages ,1,New Kids Media & Baker Book House Company,Anne Adams,英文,兒童(宗教)
,KE0091,The New Kids Book of Angel Visits ,1,New Kids Media & Baker Book House Company,Anne Adams,英文,兒童(宗教)
,KE0092,The New Kids Book of Bible People ,1,New Kids Media & Baker Book House Company,Anne Adams,英文,兒童(宗教)
,LB0001,吱吱和呷呷 Chi Chi and Hap Hap ,1,基督教文藝出版社,唐巾雄,中英,兒童(其他)
,LB0002,大白和小白 The Happy Family ,1,基督教文藝出版社,唐巾雄,中英,兒童(其他)
,LB0003,咪咪 MiMi,1,基督教文藝出版社,唐巾雄,中英,兒童(其他)
,LC0004,調皮的小羊,1,新雅文化事業有限公司,江心,中文,兒童(其他)
,LE0005,A day at the Duck Pond ,1, National Parks Foundation of South Ausralia Inc,--,英文,兒童(其他)
,LE0006,Very Busy Barbie ,1," Western Publishing Company, Inc. ",Barbara Slate ,英文,兒童(其他)
,LE0007,Barbie- In the Spotlight,1,"Golden Books Publishing Company, Inc. ",Marie Morreale,英文,兒童(其他)
,LE0008,Barbie & Friends- Radio Girls ,1,"Mattel, Inc.",--,英文,兒童(其他)
,LE0009,Barbie & Friends- London Adventure ,1,"Mattel, Inc.",--,英文,兒童(其他)
,LE0010,Bambi,1,Walt Disney's ,Walt Disney's ,英文,兒童(其他)
,LE0011,The Lion King ,1,Walt Disney's ,Walt Disney's ,英文,兒童(其他)
,LE0012,Hercules,1,Walt Disney's ,Walt Disney's ,英文,兒童(其他)
,LE0013,Aladdin,1,Walt Disney's ,Walt Disney's ,英文,兒童(其他)
,LE0014,Winnie the Pooh and the Honey Tree,1,"Golden Books Publishing Company, Inc. ",Mary Packard,英文,兒童(其他)
,LE0015,"Eeyore, You're te Best ",1,"Golden Books Publishing Company, Inc. ",Ann Braybrooks,英文,兒童(其他)
,LE0016,"Eeyore, Be Happy!",1,"Golden Books Publishing Company, Inc. ",Don Ferguson,英文,兒童(其他)
,LE0017,Phooh and the Dragon ,1,"Golden Books Publishing Company, Inc. ",Ann Braybrooks,英文,兒童(其他)
,LE0018,The Sweetest Christmas ,1,"Golden Books Publishing Company, Inc. ",Ann Braybrooks,英文,兒童(其他)
,LE0019,The Grand and Wonderful Day,1,"Golden Books Publishing Company, Inc. ",Mary Packard,英文,兒童(其他)
,LE0020,abc,1,Ladybird Books ,Margaret Chamberlain,英文,兒童(其他)
,LE0021,Great Civilisations- Egypt,1,Ladybird Books ,--,英文,兒童(其他)
,LE0022,Great Civilisations- Rome,1,Ladybird Books ,--,英文,兒童(其他)
,LE0023,The Cheeky Chimps,1,Ladybird Books ,Mandy Ross,英文,兒童(其他)
,LE0024,Happy Feet Tapping with Mumble,1,Funtastic Ltd,--,英文,兒童(其他)
,LE0025,Green Ceggs and Ham ,1,HarperCollins Publishers Ltd,Dr. Seuss,英文,兒童(其他)
,LE0026,The Cat in The Hat Comes Back ,1,HarperCollins Publishers Ltd,Dr. Seuss,英文,兒童(其他)
,LE0027,The Cat in The Hat ,1,HarperCollins Publishers Ltd,Dr. Seuss,英文,兒童(其他)
,LE0028,Hop on Pop,1,HarperCollins Publishers Ltd,Dr. Seuss,英文,兒童(其他)
,LB0029,Clothes 衣服,1,Eugene International Ltd,Actes Sud Junior ,中英,兒童(其他)
,LC0030,小波遊樂場,1,新雅文化事業有限公司,艾力∙ 希爾,中文,兒童(其他)
,LC0031,小波從1數到10,1,新雅文化事業有限公司,艾力∙ 希爾,中文,兒童(其他)
,LC0032,小波看天氣,1,新雅文化事業有限公司,艾力∙ 希爾,中文,兒童(其他)
,LE0033,Shapes ,1,Emma Books Ltd,Phillp Hawksley,英文,兒童(其他)
,LE0034,Laura Lee and the Little Pine Tree,1,Zondervan Publishing House,Alice Sullivan Finlay,英文,兒童(其他)
,LE0035,A Gift from the Sea for Laura Lee,1,Zondervan Publishing House,Alice Sullivan Finlay,英文,兒童(其他)
,LE0036,Laura Lee and the Monster Sea,1,Zondervan Publishing House,Alice Sullivan Finlay,英文,兒童(其他)
,LE0037,50 ways you can help save the planet,1,Kinsway Publications,Tony Campolo & Gordon Aeschliman,英文,兒童(其他)
,LE0038,Minnie Mysteries- The Flower Prowler,1,"Radom House, Inc.",Disney ,英文,兒童(其他)
,LE0039,Let's Go to the Dairy Fram ,2,"Radom House, Inc.",Disney ,英文,兒童(其他)
,LE0040,Look and Learn- Number ,1,Hinkler Books Pty. Ltd,--,英文,兒童(其他)
,LE0041,When I'm Feeling JEALOUS,1,The Five Mile Press Pty Ltd,Trace Moroney,英文,兒童(其他)
,LE0042,When I'm Feeling SAD,1,The Five Mile Press Pty Ltd,Trace Moroney,英文,兒童(其他)
,LE0043,When I'm Feeling Lonely,1,The Five Mile Press Pty Ltd,Trace Moroney,英文,兒童(其他)
,LE0044,When I'm Feeling Angry ,1,The Five Mile Press Pty Ltd,Trace Moroney,英文,兒童(其他)
,LE0045,Whose Family ,1,ABC Books- Australian Broadcasting Corporation,Jeammette Rowe,英文,兒童(其他)
,LE0046,Tell Me How Opposites ,1,Hinkler Books Pty. Ltd,Van Gool,英文,兒童(其他)
,LE0047,Splish! Splash!,1,Scholastic Inc.,Gail Herman,英文,兒童(其他)
,LE0048,Ilove My Sheep ,1,Peter Haddock Publishing ,Andrew Geeson,英文,兒童(其他)
,LE0049,Greedy Green Dinosaurs,1,Chariot Victor Publishing,Jack Pearson & Terry Julien,英文,兒童(其他)
,LE0050,Shapes ,1,Hinkler Books Pty. Ltd,--,英文,兒童(其他)
,LE0051,What Does P.B. Bear Choose?,1,"DK Publishing, Inc.",Lee Davis,英文,兒童(其他)
,LE0052,Nibble,1,Treehouse Children's Books Ltd.,Andy Keylock,英文,兒童(其他)
,LE0053,Mr. Chatter Box,1,Penguin Books Australia Ltd,Roger Hargreaves,英文,兒童(其他)
,LE0054,Mr. Funny ,1,Reed For Kids Pty Ltd,Roger Hargreaves,英文,兒童(其他)
,LE0055,Mr. Forgetful,1,"Thurman Publishing Ltd.,",Roger Hargreaves,英文,兒童(其他)
,LE0056,Mr. Rush ,1,Penguin Books Australia Ltd,Roger Hargreaves,英文,兒童(其他)
,LE0057,MR. Noisy ,1,Penguin Books Australia Ltd,Roger Hargreaves,英文,兒童(其他)
,LE0058,Mr. Mischief,1,"Thurman Publishing Ltd.,",Roger Hargreaves,英文,兒童(其他)
,LE0059,Mr. Daydream,1,Penguin Group (Australia),Roger Hargreaves,英文,兒童(其他)
,LE0060,Little Miss Wise ,1,Penguin Group (Australia),Roger Hargreaves,英文,兒童(其他)
,LE0061,Mr. Messy,1,Penguin Group (Australia),Roger Hargreaves,英文,兒童(其他)
,LE0062,Little Miss Curious,1,Penguin Group (Australia),Roger Hargreaves,英文,兒童(其他)
,LE0063,Mr. Tickle and the Dragon,1,Penguin Group (Australia),Adam Hargreaves,英文,兒童(其他)
,LE0064,Mr. Noisy and the Giant ,1,Penguin Group (Australia),Adam Hargreaves,英文,兒童(其他)
,LE0065,Little Miss Helpful and the green house ,1,Penguin Group (Australia),Adam Hargreaves,英文,兒童(其他)
,LE0066,Mr. Funny upsets Mr. Fussy,1,Penguin Group (Australia),Adam Hargreaves,英文,兒童(其他)
,LE0067,Mr Birthday,1,Penguin Group (Australia),Adam Hargreaves,英文,兒童(其他)
,LE0068,Goldilocks,1,Hinkler Books Pty. Ltd,Gaby Goldsack,英文,兒童(其他)
,LE0069,Snow White ,1,Hinkler Books Pty. Ltd,Ronne Randall,英文,兒童(其他)
,LE0070,The Three Litle Pigs,1,Hinkler Books Pty. Ltd,Gaby Goldsack,英文,兒童(其他)
,LE0071,Made for a Purpose ,1,The Children's group of Zondervan,Dandi Daley Mackall,英文,兒童(其他)
,LE0072,Winnie the Phooh's Movie Theatre ,1,Funtastic Ltd,--,英文,兒童(其他)
,LE0073,Oscar The Camper ,1,"Crown Publishers, Inc.",M.C. Suigne,英文,兒童(其他)
,LE0074,Oscar On Vacation,1,"Crown Publishers, Inc.",M.C. Suigne,英文,兒童(其他)
,LE0075,Lots of Things To Know,1,The Hamlyn Publishing Group Limited,"Neil Ardley, John Bailie, Rosalind Carreck, Derek Hall, Barbara Leach, Judith Maxwell",英文,兒童(其他)
,LE0076,What Really Happened to the Dinosaurs?,1,Master Books,John Morris & Ken Ham,英文,兒童(其他)
,LE0077,Wildlife Fact File,1,--,--,英文,兒童(其他)
,LE0078,Amazing Magic Tricks ,1,Hodder Children's books Australia ,Dave Brown & Paul Reeve,英文,兒童(其他)
,LE0079,My First Book of Fairytales,1,The Five Mile Press Pty Ltd,Tony Hutchings,英文,兒童(其他)
,LE0080,Deluxe Jigsaw Book,1,Funtastic Ltd,Disney ,英文,兒童(其他)
,LE0081,"Monster Schol- Colours, Shapes and Opposites",1,Ultimate Editions,Sue King,英文,兒童(其他)
,ME0001,Sarah & Paul go back to School,1,Christian Focus Publications,Derek Prime,英文,少年
,ME0002,Sarah & Paul Have a Visitor,1,Christian Focus Publications,Derek Prime,英文,少年
,ME0003,Sarah & Paul go to the Seaside,1,Christian Focus Publications,Derek Prime,英文,少年
,ME0004,Sarah & Paul Make a Scrapbook,1,Christian Focus Publications,Derek Prime,英文,少年
,ME0005,Sarah & Paul go to the Museum,1,Christian Focus Publications,Derek Prime,英文,少年
,ME0006,Sarah & Paul On Holiday Again,1,Christian Focus Publications,Derek Prime,英文,少年
,ME0007,Left Behind: The Vanishings,2,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0008,Left Behind: Second Chance,1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0009,Left Behind: Through the Flames,1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0010,Left Behind: Facing the Future,1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0011,Left Behind: Nicolae High,1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0012,Left Behind: The Underground,1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0013,Left Behind: Death at the Gala,1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0014,Left Behind: The Beast Arises,1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0015,Left Behind: Wildfire,1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0016,Left Behind: The Mark of the Beast,1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0017,Left Behind: Breakout!,1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0018,Left Behind: Murder in the Holy Place,1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0019,"Left Behind (Book 1, Volume I)",1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0020,"Left Behind (Book 1, Volume II)",1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0021,"Left Behind (Book 1, Volume III)",1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0022,"Left Behind (Book 1, Volume IV)",1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0023,"Left Behind (Book 1, Volume V)",1,"Tyndale House Publishers, Inc.",Jerry B. Jenkins and Tim LaHaye,英文,少年
,ME0024,The Spirit Flyer Series: The Magic Bicycle,1,InterVarsity Press,John Bibee,英文,少年
,ME0025,The Spirit Flyer Series: The Last Christmas,1,InterVarsity Press,John Bibee,英文,少年
,ME0026,The Spirit Flyer Series: The Runaway Parents,1,InterVarsity Press,John Bibee,英文,少年
,ME0027,The Spirit Flyer Series: The Perfect Star,1,InterVarsity Press,John Bibee,英文,少年
,ME0028,The Spirit Flyer Series: The Journey of Wishes,1,InterVarsity Press,John Bibee,英文,少年
,ME0029,Astro Kids: The Great Galaxy Goof,2,Bethany House Publishers,Robert Elmer,英文,少年
,ME0030,Astro Kids: The Zero-G Headache,1,Bethany House Publishers,Robert Elmer,英文,少年
,ME0031,Astro Kids: Wired Wonder Woof,1,Bethany House Publishers,Robert Elmer,英文,少年
,ME0032,Astro Kids: Miko's Muzzy Mess,1,Bethany House Publishers,Robert Elmer,英文,少年
,ME0033,Astro Kids: About-Face Space Race,1,Bethany House Publishers,Robert Elmer,英文,少年
,ME0034,Danger Lies Ahead,1,"Tyndale House Publishers, Inc.",Paul McCusker,英文,少年
,ME0035,Strange Journey Back,1,"Tyndale House Publishers, Inc.",Paul McCusker,英文,少年
,ME0036,Sophie's World,1,Zonderkidz,Nancy Rue,英文,少年
,ME0037,Sophie's Secret,1,Zonderkidz,Nancy Rue,英文,少年
,ME0038,Odyssey: The Last Days of Eugene Meltsner,1,"Tyndale House Publishers, Inc.",Marshal Younger,英文,少年
,ME0039,Odyssey: Escape from the Forbidden Matrix,1,"Tyndale House Publishers, Inc.",Marshal Younger,英文,少年
,ME0040,Odyssey: The Caves of Qumran,1,"Tyndale House Publishers, Inc.",Marshal Younger,英文,少年
,ME0041,The Door in the Dragon's Throat,1,Crossway Books,Frank E. Peretti,英文,少年
,ME0042,Trapped at the Bottom of the Sea,1,Crossway Books,Frank E. Peretti,英文,少年
,ME0043,The Ghost of KRZY,1,Bethany House Publishers,Bill Myers,英文,少年
,ME0044,The Mystery of the Invisible KnightMinds,1,Bethany House Publishers,Bill Myers,英文,少年
,ME0045,Phanton of the Haunted Church,1,Bethany House Publishers,Bill Myers,英文,少年
,ME0046,Invasion of the UFOs,1,Bethany House Publishers,Bill Myers,英文,少年
,ME0047,Fangs for the Memories,1,Bethany House Publishers,Bill Myers,英文,少年
,ME0048,The Case of the Missig Minds,1,Bethany House Publishers,Bill Myers,英文,少年
,ME0049,The Nikki Sheridan Series: Choice Summer,1,Bethany House Publishers,Shirley Brinkerhoff,英文,少年
,ME0050,The Nikki Sheridan Series: Mysterious Love,1,Bethany House Publishers,Shirley Brinkerhoff,英文,少年
,ME0051,The Nikki Sheridan Series: Narrow Walk,1,Bethany House Publishers,Shirley Brinkerhoff,英文,少年
,ME0052,The Nikki Sheridan Series: Balancing Act,1,Bethany House Publishers,Shirley Brinkerhoff,英文,少年
,ME0053,Narnia: The Magician's Nephew,1,Grafton,C.S.Lewis,英文,少年
,ME0054,"Narnia: The Lion, the Witch and the Wardrobe",1,Grafton,C.S.Lewis,英文,少年
,ME0055,Narnia: The Horse and His Boy,1,Grafton,C.S.Lewis,英文,少年
,ME0056,Narnia: Prince Caspian,1,Grafton,C.S.Lewis,英文,少年
,ME0057,Narnia: The Voyage of the Dawn Treader,1,Grafton,C.S.Lewis,英文,少年
,ME0058,Narnia: The Silver Chair,1,Grafton,C.S.Lewis,英文,少年
,ME0059,Narnia: The Last Battle,1,Grafton,C.S.Lewis,英文,少年
,ME0060,Narnia: The Magician's Nephew,1,Fontana.Lion,C.S.Lewis,英文,少年
,ME0061,"Narnia: The Lion, the Witch and the Wardrobe",1,Fontana.Lion,C.S.Lewis,英文,少年
,ME0062,Narnia: The Horse and His Boy,1,Fontana.Lion,C.S.Lewis,英文,少年
,ME0063,Narnia: Prince Caspian,1,Fontana.Lion,C.S.Lewis,英文,少年
,ME0064,Narnia: The Voyage of the Dawn Treader,1,Fontana.Lion,C.S.Lewis,英文,少年
,ME0065,Narnia: The Silver Chair,1,Fontana.Lion,C.S.Lewis,英文,少年
,ME0066,Narnia: The Last Battle,1,Fontana.Lion,C.S.Lewis,英文,少年
,ME0067,How God Used A Thunderstorm,1,Christian Focus Publications,J.R.Beeke and D.Kleyn,英文,少年
,ME0068,How God Stopped The Pirates,1,Christian Focus Publications,J.R.Beeke and D.Kleyn,英文,少年
,ME0069,How God Used A Snowdrift,1,Christian Focus Publications,J.R.Beeke and D.Kleyn,英文,少年
,ME0070,How God Used A Drought And An Umbrella,1,Christian Focus Publications,J.R.Beeke and D.Kleyn,英文,少年
,ME0071,How God Sent A Dog To Save A Family,1,Christian Focus Publications,J.R.Beeke and D.Kleyn,英文,少年
,ME0072,The Legend Of Annie Murphy,1,"Thomas Nelson, Inc.",Frank Peretti,英文,少年
,ME0073,The Secret Of The Desert Stone,1,"Thomas Nelson, Inc.",Frank Peretti,英文,少年
,ME0074,The Deadly Curse Of Toco-Rey,1,"Thomas Nelson, Inc.",Frank Peretti,英文,少年
,ME0075,Touched By An Angel: A Delicate Balance,1,"Thomas Nelson, Inc.",Monica Hall,英文,少年
,ME0076,Touched By An Angel: How Do You Spell Faith?,1,"Thomas Nelson, Inc.",Monica Hall,英文,少年
,ME0077,Touched By An Angel: Doodlebugs,1,"Thomas Nelson, Inc.",Monica Hall,英文,少年
,ME0078,Touched By An Angel: Have You Seen Me?,1,"Thomas Nelson, Inc.",Monica Hall,英文,少年
,ME0079,D.J.Dillon: Escape Down the Raging Rapids,1,Victor Books,Lee Roddy,英文,少年
,ME0080,"D.J.Dillon: Dooger, The Grasshopper Hound",1,Victor Books,Lee Roddy,英文,少年
,ME0081,Don't Count On Homecoming Queen,1,WaterBrook Press,Nancy Rue,英文,少年
